cell_idx,replicate,condition,image_name,local_label_id,local_cell_index,microscope,magnification_x,pixel_size_um_per_px,scale_factor,norm_mem_lo,norm_mem_hi,norm_nuc_lo,norm_nuc_hi
6478,N2,CMs25d,10X-CMs25d-Foto2,24,22,Axiocam,10,1.172,2.612974,0.0,982.0,567.9000244140625,2901.219970703125
6479,N2,CMs25d,10X-CMs25d-Foto2,25,23,Axiocam,10,1.172,2.612974,0.0,1145.0,612.0,2938.39990234375
6480,N2,CMs25d,10X-CMs25d-Foto2,26,24,Axiocam,10,1.172,2.612974,0.0,990.0,602.0,3189.880126953125
6481,N2,CMs25d,10X-CMs25d-Foto2,27,25,Axiocam,10,1.172,2.612974,0.0,1078.0,696.0399780273438,3692.219970703125
6482,N2,CMs25d,10X-CMs25d-Foto2,28,26,Axiocam,10,1.172,2.612974,0.0,1799.4013671875,606.7999877929688,4660.798828125
6483,N2,CMs25d,10X-CMs25d-Foto2,29,27,Axiocam,10,1.172,2.612974,0.0,1046.640625,961.0,3280.0
6484,N2,CMs25d,10X-CMs25d-Foto2,30,28,Axiocam,10,1.172,2.612974,0.0,1065.0,855.8300170898438,3997.469970703125
6485,N2,CMs25d,10X-CMs25d-Foto2,31,29,Axiocam,10,1.172,2.612974,0.0,1240.6875,796.9199829101562,3583.43994140625
6486,N2,CMs25d,10X-CMs25d-Foto2,32,30,Axiocam,10,1.172,2.612974,0.0,1197.81005859375,784.0599975585938,3016.89990234375
6487,N2,CMs25d,10X-CMs25d-Foto2,33,31,Axiocam,10,1.172,2.612974,0.0,1220.0,746.719970703125,3502.4404296875
6488,N2,CMs25d,10X-CMs25d-Foto2,34,32,Axiocam,10,1.172,2.612974,0.0,3404.7119140625,629.9199829101562,3735.7001953125
6489,N2,CMs25d,10X-CMs25d-Foto2,35,33,Axiocam,10,1.172,2.612974,0.0,1382.0,810.1300048828125,3407.08984375
6490,N2,CMs25d,10X-CMs25d-Foto2,36,34,Axiocam,10,1.172,2.612974,0.0,986.0,860.1099853515625,4091.23095703125
6491,N2,CMs25d,10X-CMs25d-Foto2,37,35,Axiocam,10,1.172,2.612974,0.0,1154.0,853.4400024414062,3021.340087890625
6492,N2,CMs25d,10X-CMs25d-Foto2,38,36,Axiocam,10,1.172,2.612974,0.0,3263.779296875,614.02001953125,2539.81982421875
6493,N2,CMs25d,10X-CMs25d-Foto2,39,37,Axiocam,10,1.172,2.612974,0.0,1478.36328125,851.5599975585938,4339.31982421875
6494,N2,CMs25d,10X-CMs25d-Foto2,40,38,Axiocam,10,1.172,2.612974,0.0,1582.0,838.8599853515625,4174.5703125
6495,N2,CMs25d,10X-CMs25d-Foto2,41,39,Axiocam,10,1.172,2.612974,0.0,1268.16015625,739.6400146484375,4374.4794921875
6496,N2,CMs25d,10X-CMs25d-Foto2,42,40,Axiocam,10,1.172,2.612974,0.0,1677.060546875,904.780029296875,4480.9599609375
6497,N2,CMs25d,10X-CMs25d-Foto2,43,41,Axiocam,10,1.172,2.612974,0.0,1120.1796875,839.0,3058.76025390625
6498,N2,CMs25d,10X-CMs25d-Foto2,44,42,Axiocam,10,1.172,2.612974,0.0,1138.5,774.4600219726562,3085.0
6499,N2,CMs25d,10X-CMs25d-Foto2,45,43,Axiocam,10,1.172,2.612974,0.0,1485.0,624.760009765625,4652.52001953125
6500,N2,CMs25d,10X-CMs25d-Foto2,46,44,Axiocam,10,1.172,2.612974,0.0,1565.0,873.9199829101562,4837.080078125
6501,N2,CMs25d,10X-CMs25d-Foto2,47,45,Axiocam,10,1.172,2.612974,0.0,1321.759765625,645.3599853515625,2999.820068359375
6502,N2,CMs25d,10X-CMs25d-Foto2,48,46,Axiocam,10,1.172,2.612974,0.0,958.0,697.02001953125,2859.1201171875
6503,N2,CMs25d,10X-CMs25d-Foto2,49,47,Axiocam,10,1.172,2.612974,0.0,1258.330078125,655.8499755859375,5004.95947265625
6504,N2,CMs25d,10X-CMs25d-Foto2,50,48,Axiocam,10,1.172,2.612974,0.0,1040.349609375,854.0,3560.080322265625
6505,N2,CMs25d,10X-CMs25d-Foto2,51,49,Axiocam,10,1.172,2.612974,0.0,895.0,643.0900268554688,3049.72998046875
6506,N2,CMs25d,10X-CMs25d-Foto2,52,50,Axiocam,10,1.172,2.612974,0.0,1050.0,920.1400146484375,4382.85986328125
6507,N2,CMs25d,10X-CMs25d-Foto2,53,51,Axiocam,10,1.172,2.612974,0.0,1128.0,679.0800170898438,3587.919921875
6508,N2,CMs25d,10X-CMs25d-Foto2,54,52,Axiocam,10,1.172,2.612974,0.0,952.0,614.260009765625,2798.580078125
6509,N2,CMs25d,10X-CMs25d-Foto2,55,53,Axiocam,10,1.172,2.612974,0.0,1101.0,637.8300170898438,4124.169921875
6510,N2,CMs25d,10X-CMs25d-Foto2,56,54,Axiocam,10,1.172,2.612974,0.0,1164.650390625,833.0,3484.16015625
6511,N2,CMs25d,10X-CMs25d-Foto2,57,55,Axiocam,10,1.172,2.612974,0.0,1099.97998046875,688.0,3637.219970703125
6512,N2,CMs25d,10X-CMs25d-Foto2,58,56,Axiocam,10,1.172,2.612974,0.0,1037.10009765625,725.1599731445312,3097.4404296875
6513,N2,CMs25d,10X-CMs25d-Foto2,59,57,Axiocam,10,1.172,2.612974,0.0,1074.419921875,820.4199829101562,5036.8701171875
6514,N2,CMs25d,10X-CMs25d-Foto2,60,58,Axiocam,10,1.172,2.612974,0.0,965.27001953125,705.0800170898438,2699.39990234375
6515,N2,CMs25d,10X-CMs25d-Foto2,61,59,Axiocam,10,1.172,2.612974,0.0,1149.0,779.0,3014.0
6516,N2,CMs25d,10X-CMs25d-Foto2,62,60,Axiocam,10,1.172,2.612974,0.0,3606.0,523.6199951171875,3612.380126953125
6517,N2,CMs25d,10X-CMs25d-Foto2,63,61,Axiocam,10,1.172,2.612974,0.0,1122.0,959.0599975585938,4706.4697265625
6518,N2,CMs25d,10X-CMs25d-Foto2,64,62,Axiocam,10,1.172,2.612974,0.0,1234.0,775.5599975585938,4465.9599609375
6519,N2,CMs25d,10X-CMs25d-Foto2,65,63,Axiocam,10,1.172,2.612974,0.0,1049.3701171875,899.4000244140625,4383.80029296875
6520,N2,CMs25d,10X-CMs25d-Foto2,66,64,Axiocam,10,1.172,2.612974,0.0,1070.0,775.6799926757812,3678.310546875
6521,N2,CMs25d,10X-CMs25d-Foto2,67,65,Axiocam,10,1.172,2.612974,0.0,899.8203125,761.9199829101562,3009.9208984375
6522,N2,CMs25d,10X-CMs25d-Foto2,68,66,Axiocam,10,1.172,2.612974,0.0,1015.58984375,571.8900146484375,3884.659912109375
6523,N2,CMs25d,10X-CMs25d-Foto2,69,67,Axiocam,10,1.172,2.612974,0.0,1103.8701171875,688.6400146484375,3425.19970703125
6524,N2,CMs25d,10X-CMs25d-Foto2,71,68,Axiocam,10,1.172,2.612974,0.0,1385.8798828125,796.1199951171875,4187.990234375
6525,N2,CMs25d,10X-CMs25d-Foto2,72,69,Axiocam,10,1.172,2.612974,0.0,1217.1298828125,687.0399780273438,3820.93994140625
6526,N2,CMs25d,10X-CMs25d-Foto2,73,70,Axiocam,10,1.172,2.612974,0.0,1142.419921875,742.4299926757812,4002.739990234375
6527,N2,CMs25d,10X-CMs25d-Foto2,74,71,Axiocam,10,1.172,2.612974,0.0,1123.0,608.9199829101562,3461.0
6528,N2,CMs25d,10X-CMs25d-Foto2,75,72,Axiocam,10,1.172,2.612974,0.0,1043.0,721.0,3106.469970703125
6529,N2,CMs25d,10X-CMs25d-Foto2,76,73,Axiocam,10,1.172,2.612974,0.0,926.0,720.0,3895.270263671875
6530,N2,CMs25d,10X-CMs25d-Foto2,77,74,Axiocam,10,1.172,2.612974,0.0,1728.83984375,721.5899658203125,2873.0
6531,N2,CMs25d,10X-CMs25d-Foto2,78,75,Axiocam,10,1.172,2.612974,0.0,1104.0,606.2000122070312,4353.7998046875
6532,N2,CMs25d,10X-CMs25d-Foto2,79,76,Axiocam,10,1.172,2.612974,0.0,1126.30078125,1035.760009765625,3585.239990234375
6533,N2,CMs25d,10X-CMs25d-Foto2,80,77,Axiocam,10,1.172,2.612974,0.0,1068.0,514.0,4160.80078125
6534,N2,CMs25d,10X-CMs25d-Foto2,81,78,Axiocam,10,1.172,2.612974,0.0,1464.2001953125,681.0700073242188,4222.17041015625
6535,N2,CMs25d,10X-CMs25d-Foto2,82,79,Axiocam,10,1.172,2.612974,0.0,2149.8408203125,815.739990234375,3647.56005859375
6536,N2,CMs25d,10X-CMs25d-Foto2,83,80,Axiocam,10,1.172,2.612974,0.0,1444.7802734375,704.0,4773.0703125
6537,N2,CMs25d,10X-CMs25d-Foto2,84,81,Axiocam,10,1.172,2.612974,0.0,1239.3203125,688.3599853515625,3298.92041015625
6538,N2,CMs25d,10X-CMs25d-Foto2,86,82,Axiocam,10,1.172,2.612974,0.0,3658.3515625,659.7100219726562,4079.85009765625
6539,N2,CMs25d,10X-CMs25d-Foto2,87,83,Axiocam,10,1.172,2.612974,0.0,1675.69921875,842.0,3140.0
6540,N2,CMs25d,10X-CMs25d-Foto2,88,84,Axiocam,10,1.172,2.612974,0.0,1738.52001953125,726.3599853515625,4991.66015625
6541,N2,CMs25d,10X-CMs25d-Foto2,89,85,Axiocam,10,1.172,2.612974,0.0,1097.830078125,771.239990234375,3026.43994140625
6542,N2,CMs25d,10X-CMs25d-Foto2,90,86,Axiocam,10,1.172,2.612974,0.0,1456.01025390625,816.260009765625,4676.0595703125
6543,N2,CMs25d,10X-CMs25d-Foto2,91,87,Axiocam,10,1.172,2.612974,0.0,1443.68994140625,773.6799926757812,4744.8603515625
6544,N2,CMs25d,10X-CMs25d-Foto2,92,88,Axiocam,10,1.172,2.612974,0.0,902.0,685.0,2781.47998046875
6545,N2,CMs25d,10X-CMs25d-Foto2,93,89,Axiocam,10,1.172,2.612974,0.0,1165.560546875,606.9099731445312,2431.1201171875
6546,N2,CMs25d,10X-CMs25d-Foto2,94,90,Axiocam,10,1.172,2.612974,0.0,1098.2802734375,743.6799926757812,3001.6396484375
6547,N2,CMs25d,10X-CMs25d-Foto2,95,91,Axiocam,10,1.172,2.612974,0.0,1223.0,663.2999877929688,3129.89990234375
6548,N2,CMs25d,10X-CMs25d-Foto2,96,92,Axiocam,10,1.172,2.612974,0.0,1028.8203125,715.0,2523.400146484375
6549,N2,CMs25d,10X-CMs25d-Foto2,98,93,Axiocam,10,1.172,2.612974,0.0,1858.2421875,883.52001953125,4065.6396484375
6550,N2,CMs25d,10X-CMs25d-Foto2,99,94,Axiocam,10,1.172,2.612974,0.0,1469.0,926.010009765625,4450.9697265625
6551,N2,CMs25d,10X-CMs25d-Foto2,100,95,Axiocam,10,1.172,2.612974,0.0,1028.31005859375,800.0,3110.10009765625
6552,N2,CMs25d,10X-CMs25d-Foto2,101,96,Axiocam,10,1.172,2.612974,0.0,1761.599609375,838.7100219726562,3717.16015625
6553,N2,CMs25d,10X-CMs25d-Foto2,102,97,Axiocam,10,1.172,2.612974,0.0,1504.9609375,1103.0,5113.0
6554,N2,CMs25d,10X-CMs25d-Foto2,103,98,Axiocam,10,1.172,2.612974,0.0,1005.0,518.0399780273438,3513.560546875
6555,N2,CMs25d,10X-CMs25d-Foto2,104,99,Axiocam,10,1.172,2.612974,0.0,1334.0,781.1199951171875,4556.919921875
6556,N2,CMs25d,10X-CMs25d-Foto2,105,100,Axiocam,10,1.172,2.612974,0.0,1139.0400390625,989.0,4086.25
6557,N2,CMs25d,10X-CMs25d-Foto2,106,101,Axiocam,10,1.172,2.612974,0.0,1474.681640625,722.0499877929688,3764.949951171875
6558,N2,CMs25d,10X-CMs25d-Foto2,107,102,Axiocam,10,1.172,2.612974,0.0,1340.759765625,746.0,3464.599609375
6559,N2,CMs25d,10X-CMs25d-Foto2,108,103,Axiocam,10,1.172,2.612974,0.0,1200.0,541.1199951171875,3703.160888671875
6560,N2,CMs25d,10X-CMs25d-Foto2,109,104,Axiocam,10,1.172,2.612974,0.0,1080.880859375,851.7000122070312,4326.599609375
6561,N2,CMs25d,10X-CMs25d-Foto2,110,105,Axiocam,10,1.172,2.612974,0.0,1810.949951171875,638.1599731445312,5255.560546875
6562,N2,CMs25d,10X-CMs25d-Foto2,111,106,Axiocam,10,1.172,2.612974,0.0,843.9599609375,839.3699951171875,3221.27001953125
6563,N2,CMs25d,10X-CMs25d-Foto2,112,107,Axiocam,10,1.172,2.612974,0.0,908.0,655.3200073242188,5137.400390625
6564,N2,CMs25d,10X-CMs25d-Foto2,113,108,Axiocam,10,1.172,2.612974,0.0,1334.0,699.6500244140625,3886.910888671875
6565,N2,CMs25d,10X-CMs25d-Foto2,114,109,Axiocam,10,1.172,2.612974,0.0,1235.0,699.7999877929688,3169.7001953125
6566,N2,CMs25d,10X-CMs25d-Foto2,115,110,Axiocam,10,1.172,2.612974,0.0,1195.14013671875,612.9600219726562,4227.0400390625
6567,N2,CMs25d,10X-CMs25d-Foto2,116,111,Axiocam,10,1.172,2.612974,0.0,1380.0,726.0,3806.77001953125
6568,N2,CMs25d,10X-CMs25d-Foto2,117,112,Axiocam,10,1.172,2.612974,0.0,1072.009765625,733.0,3076.0
6569,N2,CMs25d,10X-CMs25d-Foto2,119,113,Axiocam,10,1.172,2.612974,0.0,1093.0,646.0399780273438,3136.0
6570,N2,CMs25d,10X-CMs25d-Foto2,120,114,Axiocam,10,1.172,2.612974,0.0,1253.849609375,653.1900024414062,3927.830078125
6571,N2,CMs25d,10X-CMs25d-Foto2,121,115,Axiocam,10,1.172,2.612974,0.0,1010.080078125,732.47998046875,3970.640380859375
6572,N2,CMs25d,10X-CMs25d-Foto2,122,116,Axiocam,10,1.172,2.612974,0.0,1000.0,521.52001953125,2518.719970703125
6573,N2,CMs25d,10X-CMs25d-Foto2,123,117,Axiocam,10,1.172,2.612974,0.0,1057.0400390625,605.0,3072.18017578125
6574,N2,CMs25d,10X-CMs25d-Foto2,124,118,Axiocam,10,1.172,2.612974,0.0,977.4296875,946.0900268554688,4695.8203125
6575,N2,CMs25d,10X-CMs25d-Foto2,125,119,Axiocam,10,1.172,2.612974,0.0,1325.2802734375,745.0999755859375,3652.70068359375
6576,N2,CMs25d,10X-CMs25d-Foto2,126,120,Axiocam,10,1.172,2.612974,0.0,2482.120849609375,579.0,3545.580078125
6577,N2,CMs25d,10X-CMs25d-Foto2,127,121,Axiocam,10,1.172,2.612974,0.0,1902.239990234375,0.0,1902.239990234375
6578,N2,CMs25d,10X-CMs25d-Foto2,128,122,Axiocam,10,1.172,2.612974,0.0,1088.0,695.47998046875,3027.83984375
6579,N2,CMs25d,10X-CMs25d-Foto2,129,123,Axiocam,10,1.172,2.612974,0.0,1082.0,704.75,3333.0
6580,N2,CMs25d,10X-CMs25d-Foto2,130,124,Axiocam,10,1.172,2.612974,0.0,1628.400390625,728.5599975585938,3724.08056640625
6581,N2,CMs25d,10X-CMs25d-Foto2,131,125,Axiocam,10,1.172,2.612974,0.0,1310.0,870.6199951171875,6149.68994140625
6582,N2,CMs25d,10X-CMs25d-Foto2,132,126,Axiocam,10,1.172,2.612974,0.0,1140.8798828125,654.4199829101562,3406.580078125
6583,N2,CMs25d,10X-CMs25d-Foto2,133,127,Axiocam,10,1.172,2.612974,0.0,1062.669921875,610.8499755859375,2696.14990234375
6584,N2,CMs25d,10X-CMs25d-Foto2,134,128,Axiocam,10,1.172,2.612974,0.0,1220.0,669.3599853515625,4057.0
6585,N2,CMs25d,10X-CMs25d-Foto2,135,129,Axiocam,10,1.172,2.612974,0.0,1105.0,718.1599731445312,2808.26025390625
6586,N2,CMs25d,10X-CMs25d-Foto2,136,130,Axiocam,10,1.172,2.612974,0.0,1145.0,827.280029296875,3751.5595703125
6587,N2,CMs25d,10X-CMs25d-Foto2,137,131,Axiocam,10,1.172,2.612974,0.0,1289.81005859375,570.8800048828125,4299.240234375
6588,N2,CMs25d,10X-CMs25d-Foto2,138,132,Axiocam,10,1.172,2.612974,0.0,1119.47021484375,662.0299682617188,2488.97998046875
6589,N2,CMs25d,10X-CMs25d-Foto2,139,133,Axiocam,10,1.172,2.612974,0.0,1118.0,579.22998046875,2552.09033203125
6590,N2,CMs25d,10X-CMs25d-Foto2,140,134,Axiocam,10,1.172,2.612974,0.0,1330.0,875.3599853515625,4537.31982421875
6591,N2,CMs25d,10X-CMs25d-Foto2,141,135,Axiocam,10,1.172,2.612974,0.0,905.0,721.8599853515625,2415.14013671875
6592,N2,CMs25d,10X-CMs25d-Foto2,142,136,Axiocam,10,1.172,2.612974,0.0,1174.390625,563.1599731445312,4120.83984375
6593,N2,CMs25d,10X-CMs25d-Foto2,143,137,Axiocam,10,1.172,2.612974,0.0,1048.0,644.52001953125,3060.0
6594,N2,CMs25d,10X-CMs25d-Foto2,144,138,Axiocam,10,1.172,2.612974,0.0,1383.189453125,884.4000244140625,4405.4501953125
6595,N2,CMs25d,10X-CMs25d-Foto2,145,139,Axiocam,10,1.172,2.612974,0.0,1010.06005859375,558.0,3301.599609375
6596,N2,CMs25d,10X-CMs25d-Foto2,146,140,Axiocam,10,1.172,2.612974,0.0,1095.0,735.27001953125,5216.380859375
6597,N2,CMs25d,10X-CMs25d-Foto2,147,141,Axiocam,10,1.172,2.612974,0.0,1185.0,824.760009765625,3334.239990234375
6598,N2,CMs25d,10X-CMs25d-Foto2,148,142,Axiocam,10,1.172,2.612974,0.0,1013.0,617.02001953125,2155.30029296875
6599,N2,CMs25d,10X-CMs25d-Foto2,149,143,Axiocam,10,1.172,2.612974,0.0,1027.66015625,568.0999755859375,3227.449951171875
6600,N2,CMs25d,10X-CMs25d-Foto2,150,144,Axiocam,10,1.172,2.612974,0.0,1157.81005859375,742.8400268554688,3379.0
6601,N2,CMs25d,10X-CMs25d-Foto2,151,145,Axiocam,10,1.172,2.612974,0.0,1328.18994140625,814.8300170898438,3304.169921875
6602,N2,CMs25d,10X-CMs25d-Foto2,152,146,Axiocam,10,1.172,2.612974,0.0,1630.0,653.0,3184.43017578125
6603,N2,CMs25d,10X-CMs25d-Foto2,153,147,Axiocam,10,1.172,2.612974,0.0,1307.72998046875,775.4000244140625,4285.43994140625
6604,N2,CMs25d,10X-CMs25d-Foto2,154,148,Axiocam,10,1.172,2.612974,0.0,928.0,733.6900024414062,3218.6201171875
6605,N2,CMs25d,10X-CMs25d-Foto2,155,149,Axiocam,10,1.172,2.612974,0.0,1027.330078125,308.72015380859375,2665.48095703125
6606,N2,CMs25d,10X-CMs25d-Foto2,156,150,Axiocam,10,1.172,2.612974,0.0,3223.3798828125,0.0,3223.3798828125
6607,N2,CMs25d,10X-CMs25d-Foto2,157,151,Axiocam,10,1.172,2.612974,0.0,874.0,719.260009765625,2229.580078125
6608,N2,CMs25d,10X-CMs25d-Foto2,158,152,Axiocam,10,1.172,2.612974,0.0,1186.4697265625,618.0,3240.219970703125
6609,N2,CMs25d,10X-CMs25d-Foto2,159,153,Axiocam,10,1.172,2.612974,0.0,1298.989990234375,840.4000244140625,3477.7998046875
6610,N2,CMs25d,10X-CMs25d-Foto2,160,154,Axiocam,10,1.172,2.612974,0.0,818.02001953125,589.6799926757812,2942.960205078125
6611,N2,CMs25d,10X-CMs25d-Foto2,161,155,Axiocam,10,1.172,2.612974,0.0,954.2998046875,687.27001953125,3437.0
6612,N2,CMs25d,10X-CMs25d-Foto2,162,156,Axiocam,10,1.172,2.612974,0.0,913.939453125,680.3200073242188,2729.3603515625
6613,N2,CMs25d,10X-CMs25d-Foto2,164,157,Axiocam,10,1.172,2.612974,0.0,1157.9501953125,683.760009765625,2556.240234375
6614,N2,CMs25d,10X-CMs25d-Foto2,165,158,Axiocam,10,1.172,2.612974,0.0,1249.0,752.0,4338.60009765625
6615,N2,CMs25d,10X-CMs25d-Foto2,166,159,Axiocam,10,1.172,2.612974,0.0,1380.51953125,719.0,2893.0
6616,N2,CMs25d,10X-CMs25d-Foto2,167,160,Axiocam,10,1.172,2.612974,0.0,885.4296875,623.4199829101562,2183.0
6617,N2,CMs25d,10X-CMs25d-Foto2,168,161,Axiocam,10,1.172,2.612974,0.0,1134.0,753.6400146484375,3255.35986328125
6618,N2,CMs25d,10X-CMs25d-Foto2,169,162,Axiocam,10,1.172,2.612974,0.0,1189.2705078125,644.739990234375,3672.0
6619,N2,CMs25d,10X-CMs25d-Foto2,170,163,Axiocam,10,1.172,2.612974,0.0,1157.9501953125,501.0,3355.080078125
6620,N2,CMs25d,10X-CMs25d-Foto2,171,164,Axiocam,10,1.172,2.612974,0.0,1303.8798828125,884.6599731445312,5357.4599609375
6621,N2,CMs25d,10X-CMs25d-Foto2,172,165,Axiocam,10,1.172,2.612974,0.0,1247.75,786.1799926757812,4295.8798828125
6622,N2,CMs25d,10X-CMs25d-Foto2,173,166,Axiocam,10,1.172,2.612974,0.0,883.08984375,680.52001953125,1979.47998046875
6623,N2,CMs25d,10X-CMs25d-Foto2,174,167,Axiocam,10,1.172,2.612974,0.0,882.0,573.7999877929688,2598.400146484375
6624,N2,CMs25d,10X-CMs25d-Foto2,175,168,Axiocam,10,1.172,2.612974,0.0,938.8603515625,749.9099731445312,3068.390380859375
6625,N2,CMs25d,10X-CMs25d-Foto2,176,169,Axiocam,10,1.172,2.612974,0.0,1127.0,676.5899658203125,4386.55029296875
6626,N2,CMs25d,10X-CMs25d-Foto2,177,170,Axiocam,10,1.172,2.612974,0.0,1060.0,656.1199951171875,4098.72021484375
6627,N2,CMs25d,10X-CMs25d-Foto2,178,171,Axiocam,10,1.172,2.612974,0.0,1544.240234375,703.6799926757812,3916.830078125
6628,N2,CMs25d,10X-CMs25d-Foto2,179,172,Axiocam,10,1.172,2.612974,0.0,1053.0,693.02001953125,3677.849853515625
6629,N2,CMs25d,10X-CMs25d-Foto2,180,173,Axiocam,10,1.172,2.612974,0.0,1015.16015625,773.6799926757812,3082.0
6630,N2,CMs25d,10X-CMs25d-Foto2,181,174,Axiocam,10,1.172,2.612974,0.0,1260.3203125,604.3599853515625,3244.64013671875
6631,N2,CMs25d,10X-CMs25d-Foto2,182,175,Axiocam,10,1.172,2.612974,0.0,896.0,699.0399780273438,2883.739990234375
6632,N2,CMs25d,10X-CMs25d-Foto2,183,176,Axiocam,10,1.172,2.612974,0.0,984.0,750.6799926757812,3109.640380859375
6633,N2,CMs25d,10X-CMs25d-Foto2,184,177,Axiocam,10,1.172,2.612974,0.0,960.1103515625,555.7999877929688,2450.7998046875
6634,N2,CMs25d,10X-CMs25d-Foto2,185,178,Axiocam,10,1.172,2.612974,0.0,1245.0,521.0,2718.530029296875
6635,N2,CMs25d,10X-CMs25d-Foto2,186,179,Axiocam,10,1.172,2.612974,0.0,960.0,779.0999755859375,3023.7998046875
6636,N2,CMs25d,10X-CMs25d-Foto2,187,180,Axiocam,10,1.172,2.612974,0.0,1219.8798828125,810.5999755859375,3968.080078125
6637,N2,CMs25d,10X-CMs25d-Foto2,188,181,Axiocam,10,1.172,2.612974,0.0,1305.14013671875,677.0,5782.0
6638,N2,CMs25d,10X-CMs25d-Foto2,189,182,Axiocam,10,1.172,2.612974,0.0,1439.0,680.8900146484375,6267.0
6639,N2,CMs25d,10X-CMs25d-Foto2,190,183,Axiocam,10,1.172,2.612974,0.0,1106.0,636.3200073242188,4584.7392578125
6640,N2,CMs25d,10X-CMs25d-Foto2,191,184,Axiocam,10,1.172,2.612974,0.0,1121.0,668.7999877929688,3628.280029296875
6641,N2,CMs25d,10X-CMs25d-Foto2,192,185,Axiocam,10,1.172,2.612974,0.0,961.5498046875,541.8400268554688,2340.80029296875
6642,N2,CMs25d,10X-CMs25d-Foto2,193,186,Axiocam,10,1.172,2.612974,0.0,1751.0498046875,596.1400146484375,3600.89111328125
6643,N2,CMs25d,10X-CMs25d-Foto2,194,187,Axiocam,10,1.172,2.612974,0.0,1012.0,540.760009765625,3419.28125
6644,N2,CMs25d,10X-CMs25d-Foto2,195,188,Axiocam,10,1.172,2.612974,0.0,1001.0,0.0,2990.72998046875
6645,N2,CMs25d,10X-CMs25d-Foto2,196,189,Axiocam,10,1.172,2.612974,0.0,1445.43017578125,594.0,3796.800048828125
6646,N2,CMs25d,10X-CMs25d-Foto2,197,190,Axiocam,10,1.172,2.612974,0.0,1268.58984375,666.1099853515625,3123.91015625
6647,N2,CMs25d,10X-CMs25d-Foto2,198,191,Axiocam,10,1.172,2.612974,0.0,1002.77001953125,755.3200073242188,4040.9501953125
6648,N2,CMs25d,10X-CMs25d-Foto2,199,192,Axiocam,10,1.172,2.612974,0.0,1394.860107421875,707.5,3849.25
6649,N2,CMs25d,10X-CMs25d-Foto2,200,193,Axiocam,10,1.172,2.612974,0.0,2098.0,720.6300048828125,3624.7900390625
6650,N2,CMs25d,10X-CMs25d-Foto2,201,194,Axiocam,10,1.172,2.612974,0.0,2151.3984375,715.030029296875,4938.0
6651,N2,CMs25d,10X-CMs25d-Foto2,202,195,Axiocam,10,1.172,2.612974,0.0,1120.1201171875,834.5999755859375,3274.80078125
6652,N2,CMs25d,10X-CMs25d-Foto2,203,196,Axiocam,10,1.172,2.612974,0.0,1248.80078125,763.0,2772.0
6653,N2,CMs25d,10X-CMs25d-Foto2,204,197,Axiocam,10,1.172,2.612974,0.0,1156.12109375,776.0,3346.0
6654,N2,CMs25d,10X-CMs25d-Foto2,205,198,Axiocam,10,1.172,2.612974,0.0,1774.099609375,635.6300048828125,4041.580078125
6655,N2,CMs25d,10X-CMs25d-Foto2,206,199,Axiocam,10,1.172,2.612974,0.0,1469.0,616.0,3160.0
6656,N2,CMs25d,10X-CMs25d-Foto2,207,200,Axiocam,10,1.172,2.612974,0.0,1030.0,706.0,3934.0
6657,N2,CMs25d,10X-CMs25d-Foto2,208,201,Axiocam,10,1.172,2.612974,0.0,1103.6396484375,582.3800048828125,3152.7001953125
6658,N2,CMs25d,10X-CMs25d-Foto2,209,202,Axiocam,10,1.172,2.612974,0.0,1354.550048828125,657.0,3597.0
6659,N2,CMs25d,10X-CMs25d-Foto2,210,203,Axiocam,10,1.172,2.612974,0.0,1069.0,746.1199951171875,3499.76025390625
6660,N2,CMs25d,10X-CMs25d-Foto2,211,204,Axiocam,10,1.172,2.612974,0.0,1467.0,707.7999877929688,4155.5498046875
6661,N2,CMs25d,10X-CMs25d-Foto2,212,205,Axiocam,10,1.172,2.612974,0.0,1286.14013671875,1036.6500244140625,4153.150390625
6662,N2,CMs25d,10X-CMs25d-Foto2,213,206,Axiocam,10,1.172,2.612974,0.0,1106.5,799.8400268554688,3591.080078125
6663,N2,CMs25d,10X-CMs25d-Foto3,1,0,Axiocam,10,1.172,2.612974,484.32000732421875,1056.7802734375,510.010009765625,2813.969970703125
6664,N2,CMs25d,10X-CMs25d-Foto3,2,1,Axiocam,10,1.172,2.612974,0.0,888.91015625,541.7999877929688,2367.2001953125
6665,N2,CMs25d,10X-CMs25d-Foto3,3,2,Axiocam,10,1.172,2.612974,0.0,2409.14013671875,0.0,2409.14013671875
6666,N2,CMs25d,10X-CMs25d-Foto3,4,3,Axiocam,10,1.172,2.612974,0.0,985.0,585.0,2142.0
6667,N2,CMs25d,10X-CMs25d-Foto3,5,4,Axiocam,10,1.172,2.612974,0.0,1087.0,601.3499755859375,2731.64990234375
6668,N2,CMs25d,10X-CMs25d-Foto3,6,5,Axiocam,10,1.172,2.612974,0.0,1196.0,657.1099853515625,5175.880859375
6669,N2,CMs25d,10X-CMs25d-Foto3,7,6,Axiocam,10,1.172,2.612974,507.1600036621094,1009.0,592.7100219726562,3170.2900390625
6670,N2,CMs25d,10X-CMs25d-Foto3,8,7,Axiocam,10,1.172,2.612974,0.0,1073.0,674.280029296875,3014.719970703125
6671,N2,CMs25d,10X-CMs25d-Foto3,9,8,Axiocam,10,1.172,2.612974,0.0,1108.1298828125,568.0599975585938,2165.409912109375
